body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
"The CAQ government’s tightening of French-language rules has upended the relative linguistic peace that had prevailed in Quebec for more than three decades, and follows changes to tuition and funding at two prominent anglophone universities, McGill and Concordia, which are struggling with massive deficits and record declining enrolment.",287,"{""themes"": null}",1.8093528747558594,"{""themes"": ""culture_and_nationalism""}",2.2375407218933105,"{""themes"": null}",1.8110127449035645,"{""themes"": null}",1.8058860301971436,"{""themes"": ""governments_and_governance""}",2.4140737056732178,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.7563986778259277,"{""themes"": null}",1.8090107440948486,"{""themes"": [""education""]}",1.894352912902832,"{""themes"": ""economy_and_labour""}",2.5045230388641357,"{""themes"": ""null""}",1.8938229084014893,"{""themes"": null}",1.8063580989837646,"{""themes"": null}",1.810899257659912
"At that time, Lee told Postmedia he felt he had been unfairly questioned and vilified by the media, and said the charitable organizations’ work over the years, including running seniors homes, was “entirely beneficial to society.”",288,"{""themes"": null}",1.5189929008483887,"{""themes"": null}",1.5204169750213623,"{""themes"": null}",1.5199918746948242,"{""themes"": null}",1.5207970142364502,"{""themes"": null}",1.5200510025024414,"{""themes"": null}",1.520043134689331,"{""themes"": [""health_and_social_services""]}",1.8610398769378662,"{""themes"": null}",1.5188517570495605,"{""themes"": null}",1.5210318565368652,"{""themes"": null}",1.516814947128296,"{""themes"": null}",1.5190942287445068,"{""themes"": null}",1.5188992023468018
"After facing months of pressure, senior government sources tell CTV News that Canada will unveil its plan on Thursday on how to reach its NATO commitment to spend two per cent of its GDP on defence.",289,"{""themes"": null}",1.5167059898376465,"{""themes"": null}",1.5169310569763184,"{""themes"": null}",1.5136799812316895,"{""themes"": null}",1.5125868320465088,"{""themes"": ""governments_and_governance""}",2.1180899143218994,"{""themes"": null}",1.5152640342712402,"{""themes"": null}",1.5149970054626465,"{""themes"": null}",1.5129830837249756,"{""themes"": ""null""}",1.6023969650268555,"{""themes"": null}",1.5143918991088867,"{""themes"": ""international_affairs_and_defense""}",2.034430980682373,"{""themes"": null}",1.5164527893066406
"“There is not a scenario where we’ll be supporting back-to-work legislation,” said Matthew Green, NDP’s labour critic.",290,"{""themes"": null}",1.2461400032043457,"{""themes"": null}",1.242717981338501,"{""themes"": null}",1.2399909496307373,"{""themes"": null}",1.2399396896362305,"{""themes"": ""governments_and_governance""}",1.8456051349639893,"{""themes"": null}",1.2437996864318848,"{""themes"": null}",1.2420601844787598,"{""themes"": null}",1.2424139976501465,"{""themes"": ""economy_and_labour""}",1.671929121017456,"{""themes"": null}",1.2437629699707031,"{""themes"": null}",1.2389380931854248,"{""themes"": null}",1.2421159744262695
"A recent report from the province’s auditor general “found that the lack of a formal attendance management program, an insufficient number of disability caseworkers and the (Toronto District School Board’s) lax processes around the collection and review of medical notes have all contributed to the increase in sick leave use and related costs,” adding with 40,000 employees this is a glaring gap.",291,"{""themes"": null}",1.8237240314483643,"{""themes"": null}",1.8194258213043213,"{""themes"": null}",1.8158247470855713,"{""themes"": null}",1.8196148872375488,"{""themes"": ""governments_and_governance""}",2.4320080280303955,"{""themes"": null}",1.8234119415283203,"{""themes"": ""health_and_social_services""}",2.1599929332733154,"{""themes"": null}",1.8209028244018555,"{""themes"": ""economy_and_labour""}",2.2568001747131348,"{""themes"": ""null""}",1.9076998233795166,"{""themes"": null}",1.8199100494384766,"{""themes"": null}",1.8194260597229004
"Hyman, who scored 54 goals in 2023-24, has three this season.",292,"{""themes"": null}",1.2382261753082275,"{""themes"": null}",1.2362139225006104,"{""themes"": null}",1.2354800701141357,"{""themes"": null}",1.239187240600586,"{""themes"": null}",1.2412316799163818,"{""themes"": null}",1.2396211624145508,"{""themes"": null}",1.2358031272888184,"{""themes"": null}",1.2362370491027832,"{""themes"": null}",1.2374792098999023,"{""themes"": null}",1.2383627891540527,"{""themes"": null}",1.2398719787597656,"{""themes"": null}",1.2393207550048828
"The closest parallel would be President Lyndon Johnson who, besieged by the Vietnam War, announced in March 1968 that he would not seek another term.",293,"{""themes"": null}",1.5187580585479736,"{""themes"": null}",1.5155410766601562,"{""themes"": null}",1.5115628242492676,"{""themes"": null}",1.5131173133850098,"{""themes"": ""governments_and_governance""}",2.1240391731262207,"{""themes"": null}",1.5171561241149902,"{""themes"": null}",1.5161070823669434,"{""themes"": null}",1.5138092041015625,"{""themes"": null}",1.5175330638885498,"{""themes"": null}",1.5159289836883545,"{""themes"": [""international_affairs_and_defense""]}",2.029841899871826,"{""themes"": null}",1.5153720378875732
"“No, we’re not,” Scwhebs answered.",294,"{""themes"": null}",1.2306468486785889,"{""themes"": null}",1.2305312156677246,"{""themes"": null}",1.2276031970977783,"{""themes"": null}",1.2298691272735596,"{""themes"": null}",1.2326109409332275,"{""themes"": null}",1.2313239574432373,"{""themes"": null}",1.229231834411621,"{""themes"": null}",1.228914737701416,"{""themes"": null}",1.2339811325073242,"{""themes"": null}",1.2302980422973633,"{""themes"": null}",1.2288508415222168,"{""themes"": null}",1.2325568199157715
"On Friday, the Supreme Court stated in a decision written by Justice Malcolm Rowe that the regulations “do not conflict with the Montreal Convention.”",295,"{""themes"": null}",1.2426660060882568,"{""themes"": null}",1.2441699504852295,"{""themes"": ""law_and_crime""}",1.5822169780731201,"{""themes"": null}",1.2391836643218994,"{""themes"": ""governments_and_governance""}",1.8486239910125732,"{""themes"": null}",1.244027853012085,"{""themes"": null}",1.2427163124084473,"{""themes"": null}",1.2411370277404785,"{""themes"": null}",1.246028184890747,"{""themes"": null}",1.2424299716949463,"{""themes"": null}",1.2427492141723633,"{""themes"": null}",1.2432472705841064
But he was on the ropes early and often Tuesday when what he needed to do was to hold Harris to account for the entirety of the Biden-Harris White House record.,296,"{""themes"": null}",1.516132116317749,"{""themes"": null}",1.5177130699157715,"{""themes"": null}",1.5127170085906982,"{""themes"": null}",1.5129590034484863,"{""themes"": ""governments_and_governance""}",2.1220412254333496,"{""themes"": null}",1.5151243209838867,"{""themes"": null}",1.516178846359253,"{""themes"": null}",1.514012098312378,"{""themes"": null}",1.5201621055603027,"{""themes"": null}",1.5172598361968994,"{""themes"": null}",1.5169029235839844,"{""themes"": null}",1.5178208351135254
How much is left in that account isn’t known.,297,"{""themes"": null}",1.2307648658752441,"{""themes"": null}",1.229557991027832,"{""themes"": null}",1.2272388935089111,"{""themes"": null}",1.229391098022461,"{""themes"": null}",1.2336771488189697,"{""themes"": null}",1.2296738624572754,"{""themes"": null}",1.2299559116363525,"{""themes"": null}",1.2302350997924805,"{""themes"": ""null""}",1.3181581497192383,"{""themes"": null}",1.2292561531066895,"{""themes"": null}",1.2292840480804443,"{""themes"": null}",1.2293741703033447
"Jordan and Israel, which share borders, signed a peace treaty in 1994.",298,"{""themes"": null}",1.235152006149292,"{""themes"": null}",1.2354838848114014,"{""themes"": null}",1.233855962753296,"{""themes"": null}",1.2333300113677979,"{""themes"": ""governments_and_governance""}",1.839874029159546,"{""themes"": null}",1.236325979232788,"{""themes"": null}",1.235811710357666,"{""themes"": null}",1.2342116832733154,"{""themes"": null}",1.23779296875,"{""themes"": null}",1.2360899448394775,"{""themes"": ""international_affairs_and_defense""}",1.7472989559173584,"{""themes"": null}",1.2353370189666748
"The lawsuit further contends that the act imposes cruel and unusual punishment under Section 12 of the Charter, as it exposes people who use drugs to an increased risk of harm in a manner “degrading, dehumanizing, and incompatible with basic conceptions of human dignity.”",299,"{""themes"": null}",1.526329755783081,"{""themes"": null}",1.5262119770050049,"{""themes"": ""law_and_crime""}",1.8657069206237793,"{""themes"": null}",1.5213909149169922,"{""themes"": ""governments_and_governance""}",2.131319999694824,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.4723758697509766,"{""themes"": ""health_and_social_services""}",2.127794027328491,"{""themes"": null}",1.5252230167388916,"{""themes"": null}",1.5276002883911133,"{""themes"": null}",1.5261509418487549,"{""themes"": null}",1.5259838104248047,"{""themes"": null}",1.5247550010681152
Humidex values could make temperatures feel as warm as 37 to 39 Tuesday through Wednesday.,300,"{""themes"": null}",1.2381949424743652,"{""themes"": null}",1.2395598888397217,"{""themes"": null}",1.2394051551818848,"{""themes"": null}",1.2343871593475342,"{""themes"": null}",1.2401618957519531,"{""themes"": null}",1.2381508350372314,"{""themes"": null}",1.2381958961486816,"{""themes"": null}",1.2363371849060059,"{""themes"": null}",1.2389378547668457,"{""themes"": null}",1.237901210784912,"{""themes"": null}",1.2364180088043213,"{""themes"": null}",1.2355282306671143
Trudeau of “pushing her through that guardrail and pushing all Canadians off the fiscal cliff.”,301,"{""themes"": null}",1.235832691192627,"{""themes"": null}",1.2433972358703613,"{""themes"": null}",1.2360272407531738,"{""themes"": null}",1.2378671169281006,"{""themes"": ""governments_and_governance""}",1.8421697616577148,"{""themes"": null}",1.2372820377349854,"{""themes"": null}",1.236968994140625,"{""themes"": null}",1.2348198890686035,"{""themes"": ""economy_and_labour""}",1.6688258647918701,"{""themes"": null}",1.240515947341919,"{""themes"": null}",1.2363488674163818,"{""themes"": null}",1.2371768951416016
"In four sentences, the officer managed to render a decision with profound consequences on the applicant while providing virtually no analysis, ignoring contrary evidence, and relying on an undisclosed and unexplained verification process.",302,"{""themes"": null}",1.5151631832122803,"{""themes"": null}",1.5209159851074219,"{""themes"": ""law_and_crime""}",1.8551421165466309,"{""themes"": null}",1.5133988857269287,"{""themes"": ""null""}",1.6052238941192627,"{""themes"": null}",1.513728141784668,"{""themes"": null}",1.5170130729675293,"{""themes"": null}",1.5158798694610596,"{""themes"": null}",1.5184440612792969,"{""themes"": null}",1.5144529342651367,"{""themes"": null}",1.5151188373565674,"{""themes"": null}",1.515533685684204
"The consensus in Silicon Valley is shifting against telling people what to think, and it’s about time.",303,"{""themes"": null}",1.238901138305664,"{""themes"": null}",1.2435798645019531,"{""themes"": null}",1.2345919609069824,"{""themes"": null}",1.2353460788726807,"{""themes"": null}",1.240246057510376,"{""themes"": null}",1.2395439147949219,"{""themes"": null}",1.2397630214691162,"{""themes"": null}",1.2372028827667236,"{""themes"": null}",1.2394962310791016,"{""themes"": [""technology""]}",1.3237009048461914,"{""themes"": null}",1.2398779392242432,"{""themes"": null}",1.2363030910491943
"“When prices are increasing by significantly less than two per cent, it’s usually because the economy and the job market are in bad shape.",304,"{""themes"": null}",1.243175745010376,"{""themes"": null}",1.250812292098999,"{""themes"": null}",1.242821216583252,"{""themes"": null}",1.2430241107940674,"{""themes"": null}",1.2479221820831299,"{""themes"": null}",1.2445287704467773,"{""themes"": null}",1.2436869144439697,"{""themes"": null}",1.2397568225860596,"{""themes"": ""economy_and_labour""}",1.6767330169677734,"{""themes"": ""null""}",1.3274168968200684,"{""themes"": null}",1.2430660724639893,"{""themes"": null}",1.2430250644683838
"The construction of the Capstan station cost around $62 million, TransLink said, with $30 million covered by the transit authority and $32.2 million raised by the City of Richmond from developers with projects in the Capstan Village area.",305,"{""themes"": null}",1.5205943584442139,"{""themes"": null}",1.5238211154937744,"{""themes"": null}",1.5182342529296875,"{""themes"": null}",1.5195069313049316,"{""themes"": [""governments_and_governance""]}",2.1267030239105225,"{""themes"": null}",1.522292137145996,"{""themes"": null}",1.5176811218261719,"{""themes"": null}",1.5205371379852295,"{""themes"": ""economy_and_labour""}",2.211214780807495,"{""themes"": ""null""}",1.6060259342193604,"{""themes"": null}",1.5204858779907227,"{""themes"": null}",1.521711826324463
